0,0012986000
0,0027951000
0,0159006000
0,0211070000
0,0273636000
0,0308406000
0,0313293000
0,0407203000
0,0459091000
0,0508005000
0,0511183000
0,0514048000
0,0516169000
0,0518599000
0,0520677000
0,0589580000
0,0607582000
0,0610191000
0,0771169000
0,0807463000
0,0851036000
0,0853872000
0,0856158000
0,1018443000
0,1045866000
0,1048871000
0,1148009000
0,1170324000
0,1217085000
0,1220118000
0,1268017000
0,1397730000
0,1419188000
0,1474102000
0,1508718000
0,1511355000
0,1526886000
0,1618621000
0,1680934000
0,1778554000
0,1816972000
0,1827539000
0,1830600000
0,1833117000
0,1850870000
0,2020489000
0,2139565000
0,2218988000
0,2289638000
0,2292556000
0,2294474000
0,2296210000
0,2297951000
0,2422298000
0,2441243000
0,2444357000
0,2446381000
0,2540078000
0,2589421000
0,2592696000
0,2619082000
0,2733763000
0,2800104000
0,2819124000
0,2882388000
0,2885503000
0,2887709000
0,2889912000
0,3019331000
0,3049643000
0,3052339000
0,3199352000
0,3202304000
0,3204204000
0,3208834000
0,3300051000
0,3350224000
0,3419800000
0,3448424000
0,3500281000
0,3503226000
0,3505478000
0,3619355000
0,3649594000
0,3802640000
0,3809860000
0,3950309000
0,3953244000
0,3958171000
0,4019990000
0,4100059000
0,4219088000
0,4249856000
0,4252959000
0,4255630000
0,4300090000
0,4413552000
0,4458307000
0,4505208000
0,4508453000
0,4510584000
0,4513815000
0,4604291000
0,4619480000
0,4811847000
0,4815342000
0,4818969000
0,4859818000
0,4863259000
0,4865227000
0,4966792000
0,5021405000
0,5090197000
0,5157828000
0,5216667000
0,5219804000
0,5221955000
0,5223857000
0,5317818000
0,5427400000
0,5473262000
0,5530903000
0,5533597000
0,5613410000
0,5621393000
0,5811386000
0,5842296000
0,5931658000
0,5934933000
0,5937382000
0,5940483000
0,6010067000
0,6081712000
0,6144641000
0,6162700000
0,6166446000
0,6210181000
0,6226894000
0,6354492000
0,6413969000
0,6483949000
0,6486748000
0,6489510000
0,6611494000
0,6622912000
0,6811169000
0,6814429000
0,6819590000
0,6835015000
0,6837796000
0,6839936000
0,6866642000
0,7011443000
0,7014926000
0,7161577000
0,7164699000
0,7211674000
0,7278647000
0,7307802000
0,7375363000
0,7417600000
0,7474314000
0,7498193000
0,7501075000
0,7503488000
0,7505691000
0,7612578000
0,7615979000
0,7812077000
0,7862664000
0,7942131000
0,7945539000
0,7947867000
0,7950219000
0,8012613000
0,8059209000
0,8062991000
0,8065629000
0,8067754000
0,8170481000
0,8173943000
0,8194914000
0,8211162000
0,8228185000
0,8373868000
0,8412854000
0,8552508000
0,8555487000
0,8557706000
0,8559605000
0,8611358000
0,8664374000
0,8812760000
0,8816278000
0,8845516000
0,8848692000
0,8875584000
0,9011444000
0,9049673000
0,9162075000
0,9165295000
0,9211399000
0,9315957000
0,9376334000
0,9440192000
0,9461346000
0,9611337000
0,9614777000
0,9617805000
0,9758835000
0,9764352000
0,9811765000
0,9814705000
0,9817960000
0,9820158000
0,9822440000
0,9824448000
0,9878972000
1,0011437000
1,0074637000
1,0174906000
1,0178063000
1,0211721000
1,0222257000
1,0293753000
1,0375003000
1,0427022000
1,0459570000
1,0478676000
1,0481882000
1,0486301000
1,0489242000
1,0492189000
1,0613308000
1,0644696000
1,0810522000
1,0841772000
1,0845161000
1,0847409000
1,0849293000
1,0874830000
1,0991703000
1,1012202000
1,1015321000
1,1017891000
1,1020420000
1,1032385000
1,1035320000
1,1048442000
1,1066577000
1,1069425000
1,1080054000
1,1088432000
1,1094677000
1,1097742000
1,1132898000
1,1136441000
1,1138567000
1,1141454000
1,1178238000
1,1181076000
1,1211611000
1,1227217000
1,1374001000
1,1417057000
1,1442398000
1,1488282000
1,1501245000
1,1591949000
1,1611787000
1,1646795000
1,1811700000
1,1875865000
1,1893862000
1,1896982000
1,1899217000
1,2010870000
1,2014210000
1,2143284000
1,2184840000
1,2188471000
1,2190895000
1,2193397000
1,2211375000
1,2221272000
1,2377398000
1,2411862000
1,2451372000
1,2497433000
1,2500817000
1,2614866000
1,2639201000
1,2642223000
1,2644535000
1,2681765000
1,2812460000
1,2828668000
1,2832048000
1,2834323000
1,2836598000
1,2857112000
1,2875277000
1,3012630000
1,3036967000
1,3163102000
1,3213580000
1,3268578000
1,3274707000
1,3278988000
1,3382340000
1,3417359000
1,3449022000
1,3487548000
1,3490718000
1,3506860000
1,3611900000
1,3615446000
1,3813155000
1,3892415000
1,3911769000
1,3915412000
1,3918261000
1,4011955000
1,4050352000
1,4211768000
1,4215068000
1,4307038000
1,4310047000
1,4411232000
1,4425012000
1,4547967000
1,4551686000
1,4617804000
1,4636567000
1,4639357000
